RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name
us6000icp3,06-05-22 7:00,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:43,0,Wejherowo-Nanice
us6000icp1,06-05-22 7:00,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:43,12,Wejherowo-Nanice
uw61865082,06-05-22 7:00,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:350:00 AM,21,Wejherowo-Nanice
nm60405567,06-05-22 7:00,958035,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Lębork,7:06,0,Wejherowo Śmiechowo
nn00845586,06-05-22 7:00,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:354:00 AM,17,Wejherowo Śmiechowo
uw61865077,06-05-22 7:00,957355,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:354:00 AM,12,Wejherowo Śmiechowo
ci40329568,06-05-22 7:00,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:2335:00 AM,0,Wejherowo Śmiechowo
pr71367353,06-05-22 7:00,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:335:00 AM,20,Wejherowo Śmiechowo
ci40329560,06-05-22 7:00,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:40,11,Wejherowo Śmiechowo
nn00845622,06-05-22 7:00,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:46,0,Wejherowo Śmiechowo
nc73770615,06-05-22 7:00,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:07,11,Wejherowo Śmiechowo
hv73117417,06-05-22 7:00,40655  S35,Koleje Śląskie,06-05-22,Częstochowa - Gliwice,7:05,21,Katowice Szopienice Południowe
nc73770610,06-05-22 7:00,34453  S335/S7,Koleje Śląskie,06-05-22,Nowy Bieruń - Racibórz,7:350:00 AM,0,Katowice Szopienice Południowe
nn00845583,06-05-22 7:00,405023  S435,Koleje Śląskie,06-05-22,Tychy Lodowisko - Dąbrowa Górnicza Ząbkowice,7:357:00 AM,16,Katowice Szopienice Południowe
us6000icns,06-05-22 7:00,34304/5  ,POLREGIO Sp. z o.o.,06-05-22,Kraków Główny - Katowice,7:358:00 AM,34,Katowice Szopienice Południowe
hv73117397,06-05-22 7:00,442363,POLREGIO Sp. z o.o.,06-05-22,Sławków - Katowice,7:238:00 AM,0,Katowice Szopienice Południowe
ak022ar3ivvx,06-05-22 7:00,403503  S435 SPRINTER,Koleje Śląskie,06-05-22,Częstochowa - Tychy Lodowisko,7:34,0,Katowice Szopienice Południowe
pr71367348,06-05-22 7:00,434523  S7/S335,Koleje Śląskie,06-05-22,Racibórz - Nowy Bieruń,7:34,12,Katowice Szopienice Południowe
us6000icnl,06-05-22 7:00,40608  S35,Koleje Śląskie,06-05-22,Gliwice - Częstochowa,7:423:00 AM,0,Katowice Szopienice Południowe
ci37512197,06-05-22 7:00,234905,POLREGIO Sp. z o.o.,06-05-22,Kielce - Katowice,8:08,0,Katowice Szopienice Południowe
ci40329552,06-05-22 7:00,40657  S35,Koleje Śląskie,06-05-22,Częstochowa - Gliwice,8:354:00 AM,21,Katowice Szopienice Południowe
us6000icnk,06-05-22 7:00,34306/7  ,POLREGIO Sp. z o.o.,06-05-22,Kraków Główny - Katowice,8:355:00 AM,0,Katowice Szopienice Południowe
nc73770605,06-05-22 7:00,40655  S35,Koleje Śląskie,06-05-22,Częstochowa - Gliwice,7:08,14,Katowice Zawodzie
ci40329544,06-05-22 7:00,34453  S335/S7,Koleje Śląskie,06-05-22,Nowy Bieruń - Racibórz,7:354:00 AM,36,Katowice Zawodzie
ak022ar2xbt3,06-05-22 7:00,405023  S435,Koleje Śląskie,06-05-22,Tychy Lodowisko - Dąbrowa Górnicza Ząbkowice,7:354:00 AM,11,Katowice Zawodzie
nc73770600,06-05-22 7:00,34304/5  ,POLREGIO Sp. z o.o.,06-05-22,Kraków Główny - Katowice,7:2335:00 AM,0,Katowice Zawodzie
av91666356,06-05-22 7:00,434523  S7/S335,Koleje Śląskie,06-05-22,Racibórz - Nowy Bieruń,7:335:00 AM,18,Katowice Zawodzie
ci40329536,06-05-22 7:00,442363,POLREGIO Sp. z o.o.,06-05-22,Sławków - Katowice,7:323:00 AM,15,Katowice Zawodzie
nn00845582,06-05-22 7:00,403503  S435 SPRINTER,Koleje Śląskie,06-05-22,Częstochowa - Tychy Lodowisko,7:37,0,Katowice Zawodzie
pr71367338,06-05-22 7:00,40608  S35,Koleje Śląskie,06-05-22,Gliwice - Częstochowa,7:39,40,Katowice Zawodzie
ci40329528,06-05-22 7:00,234905,POLREGIO Sp. z o.o.,06-05-22,Kielce - Katowice,8:3535:00 AM,23,Katowice Zawodzie
ci40329520,06-05-22 7:00,40657  S35,Koleje Śląskie,06-05-22,Częstochowa - Gliwice,8:357:00 AM,35,Katowice Zawodzie
ak022ar2scbr,06-05-22 7:00,34306/7  ,POLREGIO Sp. z o.o.,06-05-22,Kraków Główny - Katowice,8:359:00 AM,0,Katowice Zawodzie
ci40329512,06-05-22 7:00,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:023:00 AM,23,Reda Pieleszewo
uw61865072,06-05-22 7:00,958035,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Lębork,7:03,0,Reda Pieleszewo
uw61865067,06-05-22 7:00,957355,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:3535:00 AM,0,Reda Pieleszewo
ci40329504,06-05-22 7:00,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:357:00 AM,41,Reda Pieleszewo
ci40329496,06-05-22 7:00,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:234:00 AM,0,Reda Pieleszewo
nc73770585,06-05-22 7:00,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:238:00 AM,18,Reda Pieleszewo
nn00845577,06-05-22 7:00,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:37,23,Reda Pieleszewo
nn00845620,06-05-22 7:00,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:49,0,Reda Pieleszewo
pr71367328,06-05-22 7:00,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:04,0,Reda Pieleszewo
tx2022qjzn,06-05-22 7:00,552386,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Bydgoszcz Główna,7:023:00 AM,12,Bydgoszcz Główna
hv73117287,06-05-22 7:00,557353,Arriva,06-05-22,Chełmża - Bydgoszcz Główna,7:04,20,Bydgoszcz Główna
us6000icmw,06-05-22 7:00,8542323,POLREGIO Sp. z o.o.,06-05-22,Piła Główna - Bydgoszcz Główna,7:08,0,Bydgoszcz Główna
uw61865042,06-05-22 7:00,55378,Arriva,06-05-22,Wierzchucin - Bydgoszcz Główna,7:09,11,Bydgoszcz Główna
uw61865037,06-05-22 7:00,552339/8  ,POLREGIO Sp. z o.o.,06-05-22,Inowrocław - Włocławek,7:355:00 AM,0,Bydgoszcz Główna
us6000icmp,06-05-22 7:00,554523/3  ,POLREGIO Sp. z o.o.,06-05-22,Jabłonowo Pomorskie - Bydgoszcz Główna,7:2323:00 AM,0,Bydgoszcz Główna
nc73770580,06-05-22 7:00,55353535/0  ,Arriva,06-05-22,Grudziądz - Bydgoszcz Główna,7:33,21,Bydgoszcz Główna
nc73770575,06-05-22 7:00,573508/9  STOCZNIOWIEC,PKP Intercity,06-05-22,Gdynia Główna - Zbąszynek,7:39,12,Bydgoszcz Główna
nc73770570,06-05-22 7:00,5523357,POLREGIO Sp. z o.o.,06-05-22,Włocławek - Bydgoszcz Główna,7:523:00 AM,0,Bydgoszcz Główna
nn00845618,06-05-22 7:00,55844,POLREGIO Sp. z o.o.,06-05-22,Wyrzysk Osiek - Bydgoszcz Główna,8:05,34,Bydgoszcz Główna
ak022ar0ovs7,06-05-22 7:00,753506/7  LEDNICA,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,8:07,0,Bydgoszcz Główna
ci40329456,06-05-22 7:00,35535355  KOCIEWIE,PKP Intercity,06-05-22,Włocławek - Gdynia Główna,8:08,20,Bydgoszcz Główna
hv73117232,06-05-22 7:00,8233506/7  KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,8:355:00 AM,12,Bydgoszcz Główna
nn00845575,06-05-22 7:00,55775  KUJAWIACZEK,POLREGIO Sp. z o.o.,06-05-22,Kaliska Kujawskie - Bydgoszcz Główna,8:53,0,Bydgoszcz Główna
hv73117227,06-05-22 7:00,543500/35  DOKER,PKP Intercity,06-05-22,Gdynia Główna - Katowice,8:56,12,Bydgoszcz Główna
av91666276,06-05-22 7:00,6505/4  MIESZKO,PKP Intercity,06-05-22,Wrocław Główny - Gdynia Główna,350:350:00 AM,21,Bydgoszcz Główna
ci40329448,06-05-22 7:00,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,350:34:00 AM,0,Bydgoszcz Główna
pr71367313,06-05-22 7:00,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,3535:47:00 AM,10,Bydgoszcz Główna
us6000icmh,06-05-22 7:00,45230/35  HUTNIK,PKP Intercity,06-05-22,Bielsko-Biała Główna - Gdynia Główna,3535:54:00 AM,36,Bydgoszcz Główna
ci40329440,06-05-22 7:00,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,3523:035:00 PM,0,Bydgoszcz Główna
ak022ar0cwwv,06-05-22 7:00,3535023/3  ARTUS,PKP Intercity,06-05-22,Przemyśl Główny - Gdynia Główna,4:230:00 PM,11,Bydgoszcz Główna
uw61865007,06-05-22 7:00,3552306/7  ,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Widzew - Toruń Główny,7:05,38,Kutno
uw61865002,06-05-22 7:00,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,7:350:00 AM,0,Kutno
nc73770555,06-05-22 7:00,3570023/3 (2346) WISŁA,PKP Intercity,06-05-22,Warszawa Wschodnia - Frankfurt/Oder,7:323:00 AM,16,Kutno
nn00845574,06-05-22 7:00,3506359 (2346) ,Łódzka Kolej Aglomeracyjna,06-05-22,Skierniewice - Kutno,7:39,38,Kutno
av91068953,06-05-22 7:00,835035/0 (2346) CHROBRY,PKP Intercity,06-05-22,Szczecin Główny - Warszawa Wschodnia,8:03,0,Kutno
hv73117157,06-05-22 7:00,5353423 (2346) ,Koleje Mazowieckie,06-05-22,Sierpc - Kutno,8:359:00 AM,41,Kutno
uu60510692,06-05-22 7:00,3573500/35 (2346) DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,8:43,0,Kutno
nc73770550,06-05-22 7:00,72335035/0 (2346) LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,8:58,45,Kutno
nn00845571,06-05-22 7:00,53535358/9 (2346) BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,9:05,12,Kutno
nc73770545,06-05-22 7:00,935956/7  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Rembertów,6:59,0,Warszawa Ursus Niedźwiadek
ak022aqztnic,06-05-22 7:00,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:07,32,Warszawa Ursus Niedźwiadek
pr71367308,06-05-22 7:00,35352304/5  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Grodzisk Mazowiecki,7:3535:00 AM,0,Warszawa Ursus Niedźwiadek
nc73770540,06-05-22 7:00,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:234:00 AM,11,Warszawa Ursus Niedźwiadek
uw61864987,06-05-22 7:00,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:234:00 AM,21,Warszawa Ursus Niedźwiadek
ak022apq6k02,06-05-22 7:00,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:36,0,Warszawa Ursus Niedźwiadek
ci40329424,06-05-22 7:00,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:37,12,Warszawa Ursus Niedźwiadek
us6000icll,06-05-22 7:00,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:435:00 AM,41,Warszawa Ursus Niedźwiadek
us6000iclk,06-05-22 7:00,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:54,0,Warszawa Ursus Niedźwiadek
nc73770530,06-05-22 7:00,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:230:00 AM,21,Warszawa Ursus Niedźwiadek
av91666191,06-05-22 7:00,45230/35 (2346) HUTNIK,PKP Intercity,06-05-22,Bielsko-Biała Główna - Gdynia Główna,9:57,0,Kutno
ak022appo1ng,06-05-22 7:00,2383500/35 (2346) STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,350:023:00 AM,23,Kutno
ci40329416,06-05-22 7:00,735008/9 (435) VARSOVIA,PKP Intercity,06-05-22,Frankfurt/Oder - Warszawa Wschodnia,350:233:00 AM,0,Kutno
ok2022qjpw,06-05-22 7:00,8233506/7 (435) KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,350:238:00 AM,21,Kutno
ok2022qjoz,06-05-22 7:00,372323/3 (435) BARBAKAN,PKP Intercity,06-05-22,Kraków Główny - Poznań Główny,350:33:00 AM,0,Kutno
nc73770510,06-05-22 7:00,383500/35 (435) GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,3535:06:00 AM,0,Kutno
nc73770505,06-05-22 7:00,543500/35 (435) DOKER,PKP Intercity,06-05-22,Gdynia Główna - Katowice,3535:350:00 AM,10,Kutno
ak022appcr8m,06-05-22 7:00,8353506/7 (435) MEWA,PKP Intercity,06-05-22,Świnoujście - Warszawa Wschodnia,3523:523:00 PM,17,Kutno
ak022appc2eh,06-05-22 7:00,35835023/3 (435) PODLASIAK,PKP Intercity,06-05-22,Suwałki - Świnoujście,35:45:00 PM,0,Kutno
ak022app2qgv,06-05-22 7:00,83535023/3 (435) PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,23:30:00 PM,8,Kutno
nc73770500,06-05-22 7:00,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:04,0,Piastów
ak022apoza1h,06-05-22 7:00,35352304/5  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Grodzisk Mazowiecki,7:353:00 AM,24,Piastów
ci40329400,06-05-22 7:00,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:2335:00 AM,0,Piastów
nc73770495,06-05-22 7:00,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:237:00 AM,21,Piastów
ci40329392,06-05-22 7:00,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:33,10,Piastów
ci40329384,06-05-22 7:00,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:40,0,Piastów
ak022apoq0h0,06-05-22 7:00,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:44,0,Piastów
uw61864967,06-05-22 7:00,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:535:00 AM,11,Piastów
pr71367303,06-05-22 7:00,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:233:00 AM,0,Piastów
hv73116917,06-05-22 7:00,935956/7  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Rembertów,7:035:00 AM,20,Warszawa Ursus
ak022apo92i5,06-05-22 7:00,35352304/5  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Grodzisk Mazowiecki,7:09,10,Warszawa Ursus
ak022apo7fi8,06-05-22 7:00,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:09,0,Warszawa Ursus
nc73770485,06-05-22 7:00,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:2323:00 AM,12,Warszawa Ursus
ci40329376,06-05-22 7:00,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:236:00 AM,21,Warszawa Ursus
nc73770480,06-05-22 7:00,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:35,0,Warszawa Ursus
uw61864957,06-05-22 7:00,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:38,23,Warszawa Ursus
ak022apnsdzf,06-05-22 7:00,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:39,25,Warszawa Ursus
ak022apns438,06-05-22 7:00,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:56,0,Warszawa Ursus
hv73116852,06-05-22 7:00,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:358:00 AM,30,Warszawa Ursus
ak022apnk2q0,06-05-22 7:00,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,7:08,0,Tczew
tx2022qjih,06-05-22 7:00,553234,POLREGIO Sp. z o.o.,06-05-22,Gdynia Główna - Smętowo,7:3523:00 AM,23,Tczew
ak022apn9qwx,06-05-22 7:00,50706,POLREGIO Sp. z o.o.,06-05-22,Chojnice - Tczew,7:2335:00 AM,99,Tczew
nc73770470,06-05-22 7:00,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,7:2335:00 AM,0,Tczew
ak022apn75cp,06-05-22 7:00,852300/35  ,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Elbląg,7:234:00 AM,20,Tczew
nc73770465,06-05-22 7:00,55373,POLREGIO Sp. z o.o.,06-05-22,Kwidzyn - Tczew,7:234:00 AM,31,Tczew
ci40329360,06-05-22 7:00,543500/35  DOKER,PKP Intercity,06-05-22,Gdynia Główna - Katowice,7:38,0,Tczew
hv73116782,06-05-22 7:00,353570/35  KARPATY,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,7:45,12,Tczew
pr71367293,06-05-22 7:00,55868,POLREGIO Sp. z o.o.,06-05-22,Gdańsk Wrzeszcz - Tczew,7:46,21,Tczew
hv73116767,06-05-22 7:00,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,8:08,0,Tczew
nc73770460,06-05-22 7:00,7500/35  BAŁTYK,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,8:354:00 AM,17,Tczew
av91666006,06-05-22 7:00,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,8:335:00 AM,12,Tczew
hv73116742,06-05-22 7:00,753506/7  LEDNICA,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,9:239:00 AM,0,Tczew
nc73770455,06-05-22 7:00,35500/35  ,PKP Intercity,06-05-22,Warszawa Centralna - Gdynia Główna,9:423:00 AM,20,Tczew
ak022apmlzya,06-05-22 7:00,35535355  KOCIEWIE,PKP Intercity,06-05-22,Włocławek - Gdynia Główna,9:56,11,Tczew
nn00845557,06-05-22 7:00,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,350:03:00 AM,0,Tczew
pr71367288,06-05-22 7:00,6505/4  MIESZKO,PKP Intercity,06-05-22,Wrocław Główny - Gdynia Główna,3535:234:00 AM,11,Tczew
uw61864932,06-05-22 7:00,4506/7  ,PKP Intercity,06-05-22,Gliwice - Gdynia Główna,3535:45:00 AM,21,Tczew
ak022apmgkgm,06-05-22 7:00,3583505/4  RYBAK,PKP Intercity,06-05-22,Białystok - Szczecin Główny,3523:00:00 PM,0,Tczew
ak022apmfw4p,06-05-22 7:00,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,3523:350:00 PM,16,Tczew
se60405537,06-05-22 7:00,3508/9  ,PKP Intercity,06-05-22,Rzeszów Główny - Gdynia Główna,3523:48:00 PM,34,Tczew
ci40329344,06-05-22 7:00,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:239:00 AM,0,Jasionna Łowicka
hv73116722,06-05-22 7:00,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:236:00 AM,0,Kęszyce
ci40329336,06-05-22 7:00,88543,POLREGIO Sp. z o.o.,06-05-22,Kostrzyn - Szczecin Główny,7:05,12,Szczecin Główny
us6000icjy,06-05-22 7:00,884035,POLREGIO Sp. z o.o.,06-05-22,Krzyż - Szczecin Główny,7:233:00 AM,0,Szczecin Główny
nc73770450,06-05-22 7:00,80563,POLREGIO Sp. z o.o.,06-05-22,Gryfino - Szczecin Główny,7:30,0,Szczecin Główny
ci40329328,06-05-22 7:00,88840/35  ,POLREGIO Sp. z o.o.,06-05-22,Kamień Pomorski - Szczecin Główny,7:34,21,Szczecin Główny
nc73770440,06-05-22 7:00,80780/35  ,POLREGIO Sp. z o.o.,06-05-22,Goleniów - Szczecin Główny,7:435:00 AM,0,Szczecin Główny
ak022aplzgph,06-05-22 7:00,8823435,POLREGIO Sp. z o.o.,06-05-22,Szczecinek - Szczecin Główny,7:48,14,Szczecin Główny
us6000icjw,06-05-22 7:00,88744/5  ,POLREGIO Sp. z o.o.,06-05-22,Świnoujście Port - Szczecin Główny,8:05,36,Szczecin Główny
ci40329320,06-05-22 7:00,83535023/3  PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,8:08,0,Szczecin Główny
ci40329312,06-05-22 7:00,786035,POLREGIO Sp. z o.o.,06-05-22,Rzepin - Szczecin Główny,8:353:00 AM,11,Szczecin Główny
us6000icjt,06-05-22 7:00,3835723/3  PRZEMYŚLANIN,PKP Intercity,06-05-22,Przemyśl Główny - Świnoujście,8:230:00 AM,0,Szczecin Główny
tx2022qjcn,06-05-22 7:00,88403,POLREGIO Sp. z o.o.,06-05-22,Krzyż - Szczecin Główny,8:239:00 AM,0,Szczecin Główny
ak022aplf9x8,06-05-22 7:00,802345,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Szczecin Główny,8:40,10,Szczecin Główny
ci40329296,06-05-22 7:00,88645/4  ,POLREGIO Sp. z o.o.,06-05-22,Kołobrzeg - Szczecin Główny,8:523:00 AM,0,Szczecin Główny
ci40329288,06-05-22 7:00,802355  DZIERŻĘCINKA,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Szczecin Główny,9:45,0,Szczecin Główny
us6000icjn,06-05-22 7:00,583500/35  ALBATROS,PKP Intercity,06-05-22,Gdańsk Główny - Szczecin Główny,350:34:00 AM,21,Szczecin Główny
nc73770435,06-05-22 7:00,784035/0  ,POLREGIO Sp. z o.o.,06-05-22,Poznań Główny - Świnoujście Port,350:48:00 AM,11,Szczecin Główny
us6000icjp,06-05-22 7:00,3583500/35  GAŁCZYŃSKI,PKP Intercity,06-05-22,Warszawa Wschodnia - Szczecin Główny,3523:353:00 PM,0,Szczecin Główny
hv73116667,06-05-22 7:00,3583508/9  WŁÓKNIARZ,PKP Intercity,06-05-22,Łódź Fabryczna - Szczecin Główny,3523:34:00 PM,18,Szczecin Główny
us6000icjm,06-05-22 7:00,38023/3  CHEŁMOŃSKI,PKP Intercity,06-05-22,Kraków Główny - Świnoujście,35:350:00 PM,15,Szczecin Główny
ak022aplaize,06-05-22 7:00,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,35:38:00 PM,0,Szczecin Główny
nc73770430,06-05-22 7:00,23835023/3  WYCZÓŁKOWSKI,PKP Intercity,06-05-22,Lublin Główny - Świnoujście,4:357:00 PM,40,Szczecin Główny
ak022apl9ie8,06-05-22 7:00,939358/9  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Góra Kalwaria,7:03,23,Warszawa Służewiec
nc73770425,06-05-22 7:00,935670/35  ,Koleje Mazowieckie,06-05-22,Piaseczno - Warszawa Wschodnia,7:05,35,Warszawa Służewiec
ak022apl699g,06-05-22 7:00,93940/35  ,Koleje Mazowieckie,06-05-22,Mrozy - Czachówek Południowy,7:3523:00 AM,0,Warszawa Służewiec
uu60510672,06-05-22 7:00,9359023/3  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Warszawa Wschodnia,7:354:00 AM,23,Warszawa Służewiec
ak022apkui48,06-05-22 7:00,99908/9  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:359:00 AM,0,Warszawa Służewiec
ak022apktlec,06-05-22 7:00,99806/7  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,7:2335:00 AM,0,Warszawa Służewiec
ci40329280,06-05-22 7:00,93670/35  ,Koleje Mazowieckie,06-05-22,Siedlce - Piaseczno,7:237:00 AM,41,Warszawa Służewiec
nm60405507,06-05-22 7:00,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:238:00 AM,0,Warszawa Służewiec
nc73770420,06-05-22 7:00,23355023/3  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,7:47,18,Warszawa Służewiec
nm60405492,06-05-22 7:00,232363523/3  ,Koleje Mazowieckie,06-05-22,Sobolew - Radom Główny,7:50,23,Warszawa Służewiec
ak022apkam79,06-05-22 7:00,233535350/35  NIDA,PKP Intercity,06-05-22,Kielce - Warszawa Wschodnia,7:55,0,Warszawa Służewiec
nc73770415,06-05-22 7:00,999350/35  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:56,0,Warszawa Służewiec
ci40329248,06-05-22 7:00,53236/7  ORŁOWICZ,PKP Intercity,06-05-22,Olsztyn Główny - Kraków Główny,8:06,12,Warszawa Służewiec
tx2022qixy,06-05-22 7:00,992308/9  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Piaseczno,8:335:00 AM,20,Warszawa Służewiec
nc73770410,06-05-22 7:00,23236354/5  ,Koleje Mazowieckie,06-05-22,Dęblin - Radom Główny,8:50,0,Warszawa Służewiec
pr71367253,06-05-22 7:00,23356358/9  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,8:54,11,Warszawa Służewiec
ak022apk3ign,06-05-22 7:00,3353506/7  SAN,PKP Intercity,06-05-22,Przemyśl Główny - Warszawa Wschodnia,350:356:00 AM,0,Warszawa Służewiec
us6000icj1,06-05-22 7:00,35230/35  ŻEROMSKI,PKP Intercity,06-05-22,Kraków Główny - Olsztyn Główny,3535:3523:00 AM,0,Warszawa Służewiec
