RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name,results
nc73765805,6-05-2022  7:355:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:34,0,Gdynia Wzgórze Św.Maksymiliana,0
nc73765800,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:40,32,Gdynia Wzgórze Św.Maksymiliana,1
nn00844508,6-05-2022  7:355:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:44,0,Gdynia Wzgórze Św.Maksymiliana,0
nc73765795,6-05-2022  7:355:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:55,0,Gdynia Wzgórze Św.Maksymiliana,0
nc73765785,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:59,21,Gdynia Wzgórze Św.Maksymiliana,1
us6000ibw6,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:04,0,Gdynia Wzgórze Św.Maksymiliana,0
nc73765790,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:3523:00 AM,0,Gdynia Wzgórze Św.Maksymiliana,0
nn00845085,6-05-2022  7:355:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:354:00 AM,41,Gdynia Wzgórze Św.Maksymiliana,1
nn00844502,6-05-2022  7:355:00 AM,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:2335:00 AM,0,Gdynia Redłowo,0
uu60508992,6-05-2022  7:355:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:2335:00 AM,21,Gdynia Redłowo,1
pr71364248,6-05-2022  7:355:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:335:00 AM,0,Gdynia Redłowo,0
ak022a5jssem,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:323:00 AM,23,Gdynia Redłowo,1
pr71364243,6-05-2022  7:355:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:435:00 AM,0,Gdynia Redłowo,0
nc73765775,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:423:00 AM,21,Gdynia Redłowo,1
pr71364233,6-05-2022  7:355:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:523:00 AM,0,Gdynia Redłowo,0
nn00845394,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:035:00 AM,0,Gdynia Redłowo,0
nc73765770,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:035:00 AM,10,Gdynia Redłowo,1
nn00844499,6-05-2022  7:355:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:3535:00 AM,0,Gdynia Redłowo,0
ci40077927,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:354:00 AM,0,Gdynia Redłowo,0
nn00844498,6-05-2022  7:355:00 AM,957355,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:359:00 AM,8,Wejherowo,1
nc73765765,6-05-2022  7:355:00 AM,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:36,0,Wejherowo,0
pr71364223,6-05-2022  7:355:00 AM,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:38,24,Wejherowo,1
nn00845391,6-05-2022  7:355:00 AM,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:46,0,Wejherowo,0
ak022a5jkb0q,6-05-2022  7:355:00 AM,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,7:49,21,Wejherowo,1
us6000ibvj,6-05-2022  7:355:00 AM,957359,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:54,10,Wejherowo,1
us6000i99c,6-05-2022  7:355:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:353:00 AM,0,Wejherowo,0
av91068018,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:46,0,Wejherowo,0
ak022a5j7l7x,6-05-2022  7:355:00 AM,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,8:53,11,Wejherowo,1
ci40077919,6-05-2022  7:355:00 AM,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,9:357:00 AM,0,Wejherowo,0
ci40077911,6-05-2022  7:355:00 AM,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,350:46:00 AM,0,Wejherowo,0
av91068013,6-05-2022  7:355:00 AM,3583505/4  RYBAK,PKP Intercity,06-05-22,Białystok - Szczecin Główny,35:2335:00 PM,10,Wejherowo,1
nn00845084,6-05-2022  7:355:00 AM,93509/8  ŁODZIANIN,PKP Intercity,06-05-22,Łódź Fabryczna - Warszawa Wschodnia,7:356:00 AM,0,Skierniewice,0
ak022a5j21sg,6-05-2022  7:355:00 AM,3535575/4  ,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Fabryczna - Skierniewice,7:335:00 AM,0,Skierniewice,0
uw61861227,6-05-2022  7:355:00 AM,99353535/0  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,21,Skierniewice,1
nn00845083,6-05-2022  7:355:00 AM,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:423:00 AM,0,Skierniewice,0
nc73765755,6-05-2022  7:355:00 AM,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:49,23,Skierniewice,1
ci40077903,6-05-2022  7:355:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:523:00 AM,0,Skierniewice,0
nn00845082,6-05-2022  7:355:00 AM,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,7:53,0,Skierniewice,0
nn00845080,6-05-2022  7:355:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:06,30,Skierniewice,1
pr71364218,6-05-2022  7:355:00 AM,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,15:05,0,Wejherowo,0
nn00845079,6-05-2022  7:355:00 AM,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,8:07,23,Skierniewice,1
hv73103447,6-05-2022  7:355:00 AM,3535577/6  ,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Fabryczna - Skierniewice,8:3523:00 AM,99,Skierniewice,1
nc73765750,6-05-2022  7:355:00 AM,6353503/23  DĄBROWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,8:2335:00 AM,0,Skierniewice,0
nn00845148,6-05-2022  7:355:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:34,0,Skierniewice,0
ci40077895,6-05-2022  7:355:00 AM,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:40,31,Skierniewice,1
ci37435164,6-05-2022  7:355:00 AM,735233523/3  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Warszawa Główna,9:07,0,Skierniewice,0
av91068003,6-05-2022  7:355:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:3523:00 AM,0,Skierniewice,0
av91068008,6-05-2022  7:355:00 AM,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,9:40,21,Skierniewice,1
nc73765745,6-05-2022  7:355:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:48,0,Skierniewice,0
hv73103422,6-05-2022  7:355:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,350:3523:00 AM,17,Skierniewice,1
ci40077887,6-05-2022  7:355:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:356:00 AM,12,Skierniewice,1
nc73765740,6-05-2022  7:355:00 AM,533500/35  MAŁOPOLSKA,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,350:236:00 AM,0,Skierniewice,0
nn00845078,6-05-2022  7:355:00 AM,6353504/5  NAŁKOWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,350:47:00 AM,0,Skierniewice,0
pr71364213,6-05-2022  7:355:00 AM,35357023,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Widzew - Łowicz Główny,7:233:00 AM,11,Łowicz Główny,1
nn00844493,6-05-2022  7:355:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,7:435:00 AM,0,Łowicz Główny,0
ci40077879,6-05-2022  7:355:00 AM,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:43,0,Łowicz Główny,0
ci40077871,6-05-2022  7:355:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,8:3535:00 AM,21,Łowicz Główny,1
nc73765735,6-05-2022  7:355:00 AM,3593506,Łódzka Kolej Aglomeracyjna,06-05-22,Sieradz - Łowicz Główny,8:38,0,Łowicz Główny,0
nn00845072,6-05-2022  7:355:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:239:00 AM,0,Łowicz Główny,0
nn00845071,6-05-2022  7:355:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:30,34,Łowicz Główny,1
ak022a5ifjuq,6-05-2022  7:355:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,9:523:00 AM,0,Łowicz Główny,0
nn00845070,6-05-2022  7:355:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:34:00 AM,0,Łowicz Główny,0
uw61861222,6-05-2022  7:355:00 AM,8233506/7  KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,3535:00:00 AM,12,Łowicz Główny,1
nn00844490,6-05-2022  7:355:00 AM,7353503/23  ZIELONOGÓRZANIN,PKP Intercity,06-05-22,Zbąszynek - Warszawa Wschodnia,3535:46:00 AM,0,Łowicz Główny,0
nn00844488,6-05-2022  7:355:00 AM,947523/3  S5,Koleje Śląskie,06-05-22,Zwardoń - Katowice,7:358:00 AM,0,Katowice Piotrowice,0
nn00845069,6-05-2022  7:355:00 AM,94703/23  S5,Koleje Śląskie,06-05-22,Katowice - Zwardoń,7:335:00 AM,21,Katowice Piotrowice,1
nn00845068,6-05-2022  7:355:00 AM,404350  S4,Koleje Śląskie,06-05-22,Tychy Lodowisko - Katowice,7:35,0,Katowice Piotrowice,0
ci40077863,6-05-2022  7:355:00 AM,40463  S4,Koleje Śląskie,06-05-22,Katowice - Tychy Lodowisko,7:37,0,Katowice Piotrowice,0
nc73765730,6-05-2022  7:355:00 AM,947923/3  S5 SPRINTER,Koleje Śląskie,06-05-22,Zwardoń - Katowice,7:423:00 AM,36,Katowice Piotrowice,1
ci40077855,6-05-2022  7:355:00 AM,34453  S335/S7,Koleje Śląskie,06-05-22,Nowy Bieruń - Racibórz,7:43,0,Katowice Piotrowice,0
nn00845046,6-05-2022  7:355:00 AM,40504  S435,Koleje Śląskie,06-05-22,Tychy Lodowisko - Częstochowa,7:523:00 AM,0,Katowice Piotrowice,0
nn00845045,6-05-2022  7:355:00 AM,403503  S435 SPRINTER,Koleje Śląskie,06-05-22,Częstochowa - Tychy Lodowisko,7:57,38,Katowice Piotrowice,1
pr71364198,6-05-2022  7:355:00 AM,94854/5  S5,Koleje Śląskie,06-05-22,Żywiec - Katowice,8:2335:00 AM,0,Katowice Piotrowice,0
ci40077847,6-05-2022  7:355:00 AM,44850  S735,Koleje Śląskie,06-05-22,Chałupki - Katowice,8:34,0,Katowice Piotrowice,0
nn00844487,6-05-2022  7:355:00 AM,35357023,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Widzew - Łowicz Główny,7:233:00 AM,38,Łowicz Główny,1
pr71364188,6-05-2022  7:355:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,7:435:00 AM,0,Łowicz Główny,0
nn00845044,6-05-2022  7:355:00 AM,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:43,41,Łowicz Główny,1
nc73765725,6-05-2022  7:355:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,8:3535:00 AM,0,Łowicz Główny,0
nn00845041,6-05-2022  7:355:00 AM,3593506,Łódzka Kolej Aglomeracyjna,06-05-22,Sieradz - Łowicz Główny,8:38,45,Łowicz Główny,1
pr71364183,6-05-2022  7:355:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:239:00 AM,0,Łowicz Główny,0
nc73765720,6-05-2022  7:355:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:30,0,Łowicz Główny,0
nn00844476,6-05-2022  7:355:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,9:523:00 AM,32,Łowicz Główny,1
ci40077831,6-05-2022  7:355:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:34:00 AM,0,Łowicz Główny,0
nn00845040,6-05-2022  7:355:00 AM,8233506/7  KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,3535:00:00 AM,0,Łowicz Główny,0
nc73765715,6-05-2022  7:355:00 AM,7353503/23  ZIELONOGÓRZANIN,PKP Intercity,06-05-22,Zbąszynek - Warszawa Wschodnia,3535:46:00 AM,21,Łowicz Główny,1
pr71364173,6-05-2022  7:355:00 AM,35835023/3  PODLASIAK,PKP Intercity,06-05-22,Suwałki - Świnoujście,35:353:00 PM,0,Łowicz Główny,0
nc71128784,6-05-2022  7:355:00 AM,8353506/7  MEWA,PKP Intercity,06-05-22,Świnoujście - Warszawa Wschodnia,35:33:00 PM,0,Łowicz Główny,0
nc73765710,6-05-2022  7:355:00 AM,83535023/3  PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,3:035:00 PM,41,Łowicz Główny,1
av91067993,6-05-2022  7:355:00 AM,90303,POLREGIO Sp. z o.o.,06-05-22,Gdynia Główna - Hel,7:357:00 AM,0,Reda,0
ak022a5htxys,6-05-2022  7:355:00 AM,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:230:00 AM,21,Reda,1
av91067998,6-05-2022  7:355:00 AM,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:235:00 AM,0,Reda,0
ci40077823,6-05-2022  7:355:00 AM,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:238:00 AM,23,Reda,1
nn00845039,6-05-2022  7:355:00 AM,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:34,0,Reda,0
uu60508987,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:34,21,Reda,1
nn00844473,6-05-2022  7:355:00 AM,90406,POLREGIO Sp. z o.o.,06-05-22,Hel - Gdynia Główna,7:40,0,Reda,0
nn00844472,6-05-2022  7:355:00 AM,957359,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:423:00 AM,0,Reda,0
tx2022plyt,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:46,10,Reda,1
nn00845384,6-05-2022  7:355:00 AM,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:523:00 AM,0,Reda,0
ci40077815,6-05-2022  7:355:00 AM,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,7:58,0,Reda,0
ak022a488xjp,6-05-2022  7:355:00 AM,94794/5  S5 SPRINTER,Koleje Śląskie,06-05-22,Zwardoń - Katowice,8:40,8,Katowice Piotrowice,1
ak022a487g5r,6-05-2022  7:355:00 AM,403505  S435 SPRINTER,Koleje Śląskie,06-05-22,Częstochowa - Tychy Lodowisko,9:06,0,Katowice Piotrowice,0
nn00844471,6-05-2022  7:355:00 AM,94756/7  S5,Koleje Śląskie,06-05-22,Zwardoń - Katowice,9:233:00 AM,24,Katowice Piotrowice,1
nn00844468,6-05-2022  7:355:00 AM,447523  S7,Koleje Śląskie,06-05-22,Racibórz - Katowice,9:238:00 AM,0,Katowice Piotrowice,0
nn00845383,6-05-2022  7:355:00 AM,35835023/3  PODLASIAK,PKP Intercity,06-05-22,Suwałki - Świnoujście,35:353:00 PM,21,Łowicz Główny,1
ci40077807,6-05-2022  7:355:00 AM,8353506/7  MEWA,PKP Intercity,06-05-22,Świnoujście - Warszawa Wschodnia,35:33:00 PM,10,Łowicz Główny,1
us6000ibm4,6-05-2022  7:355:00 AM,83535023/3  PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,3:035:00 PM,0,Łowicz Główny,0
nc73765695,6-05-2022  7:355:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:00,0,Reda,0
nn00845382,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:33,11,Reda,1
nn00845034,6-05-2022  7:355:00 AM,99353535/0  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:357:00 AM,0,Żyrardów,0
nn00845033,6-05-2022  7:355:00 AM,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:357:00 AM,0,Żyrardów,0
ak022a4846yb,6-05-2022  7:355:00 AM,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,7:2335:00 AM,10,Żyrardów,1
ci40077791,6-05-2022  7:355:00 AM,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:2335:00 AM,0,Żyrardów,0
us6000i982,6-05-2022  7:355:00 AM,93509/8  ŁODZIANIN,PKP Intercity,06-05-22,Łódź Fabryczna - Warszawa Wschodnia,7:335:00 AM,0,Żyrardów,0
nn00844462,6-05-2022  7:355:00 AM,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,21,Żyrardów,1
us6000i97s,6-05-2022  7:355:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:40,0,Żyrardów,0
nn00845032,6-05-2022  7:355:00 AM,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,7:55,23,Żyrardów,1
ak022a47ojf6,6-05-2022  7:355:00 AM,99353535/0  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:357:00 AM,0,Żyrardów,0
av91655701,6-05-2022  7:355:00 AM,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:357:00 AM,0,Żyrardów,0
nn00845031,6-05-2022  7:355:00 AM,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,7:2335:00 AM,30,Żyrardów,1
nn00845380,6-05-2022  7:355:00 AM,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:2335:00 AM,0,Żyrardów,0
ci40077767,6-05-2022  7:355:00 AM,93509/8  ŁODZIANIN,PKP Intercity,06-05-22,Łódź Fabryczna - Warszawa Wschodnia,7:335:00 AM,23,Żyrardów,1
nn00845029,6-05-2022  7:355:00 AM,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,99,Żyrardów,1
nn00844459,6-05-2022  7:355:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:40,0,Żyrardów,0
nc71128779,6-05-2022  7:355:00 AM,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,7:55,0,Żyrardów,0
nc73765690,6-05-2022  7:355:00 AM,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,8:06,31,Żyrardów,1
nc73765685,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:230:00 AM,0,Gdynia Leszczynki,0
nn00845028,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:238:00 AM,0,Gdynia Leszczynki,0
nn00845377,6-05-2022  7:355:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:43,21,Gdynia Leszczynki,1
nn00844447,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:49,0,Gdynia Leszczynki,0
nn00845375,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:035:00 AM,17,Gdynia Leszczynki,1
av91067933,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:356:00 AM,12,Gdynia Leszczynki,1
tx2022plvm,6-05-2022  7:355:00 AM,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,8:06,0,Żyrardów,0
nn00845371,6-05-2022  7:355:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:354:00 AM,0,Żyrardów,0
pr71364158,6-05-2022  7:355:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:358:00 AM,11,Żyrardów,1
ci40077751,6-05-2022  7:355:00 AM,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:237:00 AM,0,Żyrardów,0
nc73765675,6-05-2022  7:355:00 AM,6353503/23  DĄBROWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,8:36,0,Żyrardów,0
nn00845369,6-05-2022  7:355:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:00,21,Żyrardów,1
nn00845368,6-05-2022  7:355:00 AM,735233523/3  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Warszawa Główna,9:233:00 AM,0,Żyrardów,0
nc73765655,6-05-2022  7:355:00 AM,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,9:54,0,Żyrardów,0
hv73103292,6-05-2022  7:355:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:59,34,Żyrardów,1
nc73765650,6-05-2022  7:355:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:023:00 AM,0,Żyrardów,0
nn00845367,6-05-2022  7:355:00 AM,533500/35  MAŁOPOLSKA,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,350:353:00 AM,0,Żyrardów,0
nn00845366,6-05-2022  7:355:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,350:239:00 AM,12,Żyrardów,1
us6000ibm2,6-05-2022  7:355:00 AM,6353504/5  NAŁKOWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,3535:023:00 AM,0,Żyrardów,0
nn00845365,6-05-2022  7:355:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:354:00 AM,0,Żyrardów,0
nn00845364,6-05-2022  7:355:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:358:00 AM,21,Żyrardów,1
nn00845363,6-05-2022  7:355:00 AM,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:237:00 AM,0,Żyrardów,0
nn00844438,6-05-2022  7:355:00 AM,6353503/23  DĄBROWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,8:36,0,Żyrardów,0
nn00844436,6-05-2022  7:355:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:00,36,Żyrardów,1
nn00845362,6-05-2022  7:355:00 AM,735233523/3  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Warszawa Główna,9:233:00 AM,0,Żyrardów,0
us6000i96z,6-05-2022  7:355:00 AM,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,9:54,0,Żyrardów,0
nn00845357,6-05-2022  7:355:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:59,38,Żyrardów,1
nn00844617,6-05-2022  7:355:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:023:00 AM,0,Żyrardów,0
ci40077735,6-05-2022  7:355:00 AM,533500/35  MAŁOPOLSKA,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,350:353:00 AM,0,Żyrardów,0
nn00844616,6-05-2022  7:355:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,350:239:00 AM,38,Żyrardów,1
nn00844615,6-05-2022  7:355:00 AM,6353504/5  NAŁKOWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,3535:023:00 AM,0,Żyrardów,0
